Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1200.0,0.97,-0.82,0.54,-0.98,0.61,-0.53,1.2,-0.72,0.92,-0.58,0.88,-0.41,0.99,-0.57,0.83,-1.09,0.7,-0.66,0.76,-0.54,1.04,-0.5,0.93,-0.6,0.71,-1.02,0.79,-0.75,60.0,0
1320.0,-0.71,0.59,-0.77,1.18,-0.5,0.95,-0.66,0.88,-1.04,0.47,-0.69,1.14,-0.33,0.62,-0.86,0.56,-0.98,0.73,-0.37,0.97,-0.66,1.07,-0.41,0.68,-0.88,0.91,-0.58,0.69,8.4,0
1500.0,0.6,-0.74,0.83,-0.4,0.68,-0.52,1.01,-0.71,0.95,-0.57,0.89,-0.36,0.92,-0.65,0.74,-1.02,0.58,-0.61,0.81,-0.52,1.05,-0.46,0.88,-0.54,0.7,-0.94,0.77,-0.73,5200.0,1
0.0,0.12,-0.34,0.76,-1.23,0.45,-0.89,1.02,-0.57,0.31,-0.14,0.98,-0.66,0.25,-0.77,1.15,-0.34,0.58,-0.92,0.44,-0.11,0.77,-0.49,0.33,-0.66,0.21,-0.43,0.99,-0.28,42.5,0
15.7,-0.86,0.54,-0.23,0.97,-0.41,0.68,-1.12,0.32,-0.75,0.46,-0.19,0.81,-0.33,0.54,-0.76,0.9,-0.45,0.23,-0.67,0.38,-0.29,0.61,-0.52,0.77,-0.14,0.56,-0.95,0.31,128.9,0
32.4,0.34,-0.12,0.89,-0.45,0.22,-0.77,0.66,-0.31,0.48,-0.22,0.71,-0.59,0.26,-0.41,0.83,-0.67,0.29,-0.91,0.57,-0.33,0.44,-0.58,0.21,-0.74,0.12,-0.49,0.88,-0.37,9.8,0
57.9,-1.05,0.48,-0.62,0.33,-0.19,0.76,-0.88,0.54,-0.41,0.29,-0.72,0.65,-0.28,0.47,-0.55,0.92,-0.34,0.61,-0.17,0.73,-0.29,0.5,-0.66,0.39,-0.21,0.46,-0.9,0.28,210.0,0
89.2,0.21,-0.31,0.64,-0.72,0.56,-0.48,0.91,-0.25,0.33,-0.19,0.87,-0.53,0.32,-0.66,0.4,-0.82,0.71,-0.28,0.15,-0.54,0.6,-0.37,0.29,-0.71,0.18,-0.44,0.96,-0.39,15.2,0
130.5,-0.67,0.78,-0.14,0.53,-0.82,0.61,-0.99,0.27,-0.46,0.62,-0.31,0.48,-0.57,0.7,-0.44,0.83,-0.29,0.56,-0.63,0.41,-0.52,0.25,-0.71,0.66,-0.38,0.72,-0.11,0.5,3.5,0
152.1,0.54,-0.28,0.33,-0.15,0.64,-0.51,0.27,-0.72,0.65,-0.39,0.58,-0.27,0.74,-0.83,0.19,-0.41,0.66,-0.29,0.52,-0.17,0.75,-0.4,0.31,-0.62,0.29,-0.55,0.88,-0.46,74.3,0
176.3,-0.29,0.41,-0.52,0.28,-0.63,0.39,-0.77,0.66,-0.23,0.54,-0.46,0.72,-0.31,0.63,-0.49,0.57,-0.68,0.3,-0.22,0.48,-0.51,0.66,-0.37,0.52,-0.19,0.6,-0.84,0.29,5.6,0
199.9,0.11,-0.47,0.71,-0.33,0.29,-0.68,0.44,-0.52,0.27,-0.19,0.66,-0.58,0.41,-0.75,0.33,-0.62,0.72,-0.29,0.15,-0.41,0.58,-0.35,0.4,-0.69,0.24,-0.57,0.91,-0.42,380.9,0
220.4,-0.83,0.66,-0.27,0.71,-0.33,0.88,-0.71,0.34,-0.58,0.47,-0.29,0.85,-0.51,0.62,-0.41,0.77,-0.62,0.23,-0.5,0.31,-0.66,0.44,-0.28,0.59,-0.17,0.48,-0.86,0.35,9.99,0
243.8,0.29,-0.19,0.63,-0.56,0.51,-0.44,0.79,-0.28,0.42,-0.21,0.72,-0.61,0.35,-0.49,0.91,-0.73,0.64,-0.34,0.18,-0.5,0.41,-0.48,0.27,-0.72,0.14,-0.55,0.97,-0.4,27.6,0
268.2,-0.54,0.41,-0.73,0.39,-0.28,0.62,-0.85,0.51,-0.33,0.68,-0.41,0.77,-0.24,0.58,-0.66,0.44,-0.58,0.25,-0.4,0.54,-0.37,0.69,-0.29,0.51,-0.18,0.63,-0.92,0.27,125.0,0
290.5,0.15,-0.39,0.49,-0.62,0.33,-0.71,0.28,-0.83,0.57,-0.35,0.64,-0.52,0.42,-0.66,0.19,-0.48,0.73,-0.27,0.21,-0.6,0.54,-0.36,0.36,-0.78,0.26,-0.5,0.86,-0.31,2.8,0
312.8,-0.72,0.53,-0.41,0.66,-0.25,0.79,-0.64,0.42,-0.6,0.31,-0.71,0.56,-0.39,0.68,-0.54,0.91,-0.31,0.49,-0.22,0.62,-0.47,0.73,-0.35,0.66,-0.23,0.57,-0.88,0.29,55.1,0
344.1,0.38,-0.26,0.77,-0.41,0.19,-0.69,0.62,-0.37,0.5,-0.28,0.79,-0.6,0.25,-0.53,0.91,-0.7,0.47,-0.39,0.14,-0.45,0.66,-0.41,0.29,-0.77,0.17,-0.54,0.92,-0.35,18.75,0
365.6,-0.95,0.6,-0.21,0.52,-0.79,0.46,-0.87,0.29,-0.48,0.64,-0.31,0.71,-0.55,0.4,-0.48,0.96,-0.41,0.55,-0.28,0.37,-0.63,0.42,-0.41,0.58,-0.19,0.65,-0.9,0.28,67.2,0
392.0,0.22,-0.44,0.68,-0.29,0.34,-0.63,0.41,-0.71,0.58,-0.27,0.85,-0.49,0.6,-0.52,0.29,-0.54,0.78,-0.26,0.12,-0.43,0.57,-0.33,0.31,-0.66,0.24,-0.58,0.93,-0.33,240.0,0
415.7,-0.48,0.37,-0.66,0.44,-0.21,0.73,-0.57,0.25,-0.62,0.39,-0.74,0.6,-0.42,0.69,-0.37,0.81,-0.29,0.55,-0.35,0.49,-0.4,0.66,-0.28,0.57,-0.24,0.61,-0.89,0.31,7.25,0
450.2,0.63,-0.31,0.51,-0.66,0.27,-0.71,0.44,-0.43,0.39,-0.25,0.79,-0.53,0.33,-0.6,0.72,-0.49,0.58,-0.34,0.16,-0.48,0.73,-0.32,0.41,-0.7,0.21,-0.57,0.94,-0.36,29.99,0
480.1,-0.37,0.28,-0.59,0.63,-0.25,0.7,-0.61,0.38,-0.54,0.36,-0.69,0.54,-0.41,0.66,-0.52,0.75,-0.33,0.48,-0.31,0.57,-0.44,0.63,-0.29,0.54,-0.2,0.59,-0.87,0.27,3.99,0
512.9,0.28,-0.29,0.66,-0.47,0.48,-0.6,0.33,-0.71,0.57,-0.35,0.72,-0.58,0.44,-0.69,0.21,-0.55,0.79,-0.24,0.14,-0.46,0.6,-0.38,0.31,-0.73,0.18,-0.52,0.89,-0.34,14.6,0
540.0,-0.81,0.63,-0.28,0.7,-0.22,0.77,-0.66,0.41,-0.59,0.33,-0.7,0.66,-0.37,0.65,-0.5,0.86,-0.36,0.52,-0.27,0.6,-0.48,0.68,-0.31,0.49,-0.23,0.64,-0.91,0.29,120.0,0
567.3,0.45,-0.24,0.58,-0.48,0.37,-0.69,0.54,-0.38,0.46,-0.29,0.81,-0.57,0.27,-0.61,0.66,-0.44,0.72,-0.32,0.19,-0.5,0.56,-0.36,0.35,-0.71,0.15,-0.53,0.97,-0.4,6.4,0
590.7,-0.59,0.48,-0.42,0.31,-0.27,0.65,-0.82,0.29,-0.5,0.41,-0.66,0.53,-0.45,0.62,-0.58,0.87,-0.34,0.49,-0.28,0.55,-0.42,0.6,-0.36,0.5,-0.21,0.63,-0.88,0.34,999.99,0
12.5,0.22,-1.34,0.75,-0.11,1.45,-2.33,0.05,-0.78,1.12,-0.45,0.33,-1.78,0.66,-0.22,1.99,-0.88,0.44,-1.11,0.77,-0.33,1.24,-0.56,0.89,-1.02,0.58,-0.71,1.15,-0.39,42.75,0
35.2,-0.15,0.88,-0.62,1.23,-0.97,0.54,-1.04,0.29,-0.51,1.4,-0.28,0.97,-1.65,0.74,-0.39,1.12,-0.88,0.66,-1.22,0.48,-0.75,1.03,-0.31,0.56,-0.92,1.2,-0.47,0.68,156.4,0
78.9,-0.64,-0.28,0.91,-1.12,0.57,-0.33,1.06,-0.49,0.23,-0.76,1.18,-0.55,0.33,-0.91,1.27,-0.44,0.98,-0.67,0.41,-1.33,0.72,-0.28,1.05,-0.6,0.89,-1.14,0.51,-0.37,8.2,0
150.1,0.34,-0.76,0.56,-0.24,0.89,-1.11,0.72,-0.33,0.99,-0.48,0.57,-0.95,1.02,-0.77,0.46,-1.14,0.33,-0.69,0.78,-0.42,1.16,-0.55,0.64,-0.83,1.21,-0.49,0.75,-0.62,214.1,0
210.5,-0.21,0.64,-0.93,0.51,-1.28,0.37,0.84,-0.57,1.05,-0.42,0.29,-0.88,0.72,-1.04,0.63,-0.55,0.91,-0.31,0.49,-0.77,0.65,-0.92,0.38,-0.61,0.79,-1.02,0.53,-0.4,5.6,0
260.7,0.12,-0.44,0.78,-1.25,0.34,-0.79,1.1,-0.21,0.57,-0.63,1.02,-0.35,0.44,-0.97,1.18,-0.29,0.76,-0.56,1.04,-0.4,0.51,-0.85,0.29,-0.73,0.62,-0.99,1.01,-0.3,320.0,0
312.2,-0.52,0.31,-0.26,0.84,-0.69,1.05,-0.4,0.73,-0.88,0.27,-0.54,1.16,-0.33,0.68,-0.75,1.04,-0.21,0.57,-0.94,0.41,-0.62,0.88,-0.31,0.76,-0.49,1.12,-0.28,0.64,63.25,0
394.6,0.63,-0.82,0.14,-0.57,1.29,-0.44,0.99,-0.19,0.71,-0.31,0.66,-0.77,-0.29,0.97,-0.66,0.43,-1.02,0.24,0.58,-0.85,0.71,-0.39,0.92,-0.52,0.75,-1.15,0.6,-0.4,9.99,0
450.0,-0.28,0.97,-0.41,0.63,-0.96,0.45,-0.72,1.1,-0.23,0.84,-0.61,0.31,-0.78,1.02,-0.49,0.66,-0.85,0.33,-0.54,1.11,-0.37,0.83,-0.29,0.58,-0.71,0.98,-0.23,0.47,27.4,0
512.4,-0.11,0.52,-0.69,0.41,-0.77,0.93,-0.36,0.84,-0.58,0.61,-0.92,0.28,-0.41,0.96,-0.37,0.78,-0.24,0.65,-0.82,0.34,-0.56,0.94,-0.31,0.57,-0.88,0.79,-0.21,0.62,4.5,0
600.2,0.29,-0.63,0.84,-0.29,0.76,-0.88,0.65,-0.34,1.03,-0.49,0.32,-0.71,0.79,-0.53,0.05,-0.91,0.44,-0.37,0.69,-0.62,0.83,-0.46,0.21,-0.65,0.96,-0.34,0.58,-0.71,999.99,1
720.8,-0.77,0.31,-0.52,0.91,-0.84,0.37,-0.99,0.28,-0.66,1.14,-0.23,0.83,-1.04,0.57,-0.4,0.92,-0.29,0.75,-0.51,0.6,-0.92,0.44,-0.71,0.88,-0.38,0.66,-0.27,0.54,58.2,0
780.0,0.14,-0.49,0.62,-0.83,0.23,-0.71,0.95,-0.26,0.46,-0.92,0.37,-0.66,0.81,-0.35,0.54,-0.77,0.63,-0.52,0.28,-0.68,0.92,-0.24,0.49,-0.78,0.71,-0.47,0.85,-0.33,120.0,0
900.3,-0.33,0.72,-0.41,0.93,-0.66,1.08,-0.27,0.65,-0.72,0.92,-0.39,0.54,-0.92,0.31,-0.58,0.7,-0.83,0.45,-0.59,1.02,-0.33,0.77,-0.21,0.66,-0.74,0.85,-0.29,0.5,3.75,0
1050.6,0.41,-0.87,0.19,-0.42,0.95,-0.58,0.87,-0.31,0.61,-0.72,0.48,-0.84,0.22,-0.97,0.79,-0.46,0.54,-0.71,0.68,-0.38,0.99,-0.51,0.36,-0.63,0.81,-0.29,0.7,-0.58,55.6,0
1200.0,-0.18,0.63,-0.75,0.46,-0.94,0.52,-0.68,0.97,-0.28,0.73,-0.51,0.64,-0.77,0.29,-0.84,0.58,-0.37,0.71,-0.59,0.88,-0.25,0.66,-0.44,0.93,-0.29,0.75,-0.34,0.61,2.2,0
1320.4,0.28,-0.66,0.83,-0.31,0.67,-0.82,0.54,-0.45,1.12,-0.37,0.29,-0.71,0.95,-0.58,0.41,-0.93,0.52,-0.64,0.78,-0.5,0.63,-0.79,0.34,-0.6,0.71,-0.82,0.46,-0.42,18.75,0
1440.7,-0.46,0.41,-0.28,0.79,-0.57,0.97,-0.33,0.69,-0.84,0.23,-0.61,0.4,-0.72,0.55,-0.48,0.81,-0.29,0.66,-0.55,0.92,-0.31,0.73,-0.27,0.58,-0.69,0.88,-0.24,0.64,210.0,0
1510.9,0.37,-0.73,0.6,-0.18,0.82,-0.51,0.9,-0.29,0.74,-0.55,0.49,-0.86,0.31,-0.92,0.66,-0.48,0.71,-0.66,0.59,-0.61,0.88,-0.42,0.43,-0.7,0.77,-0.35,0.62,-0.59,75.4,0
1689.3,-0.22,0.58,-0.66,0.49,-0.89,0.64,-0.41,0.85,-0.37,0.97,-0.28,0.51,-0.76,0.33,-0.9,0.57,-0.62,0.79,-0.4,0.66,-0.71,0.54,-0.63,0.72,-0.48,0.95,-0.2,0.7,3.4,0
0.0,0.12,-0.34,0.67,-1.23,0.04,0.91,-0.56,1.28,-0.77,0.33,-0.11,0.49,-0.22,0.75,-0.48,0.02,-0.95,0.61,-0.14,0.88,-0.32,0.54,-0.07,0.39,-0.66,0.17,-0.29,0.73,42.5,0
15.4,-0.24,0.89,-1.12,0.56,-0.03,0.46,-0.77,0.32,-0.19,0.62,-0.48,0.11,-0.67,0.25,-0.12,0.81,-0.34,0.57,-0.29,0.04,-0.51,0.29,-0.05,0.66,-0.18,0.92,-0.41,0.15,120.75,0
67.8,0.44,-0.76,1.23,-0.33,0.65,-0.21,0.98,-0.44,0.52,-0.13,0.77,-0.58,0.09,0.33,-0.47,0.21,-0.68,0.44,-0.09,0.37,-0.72,0.65,-0.26,0.11,-0.39,0.58,-0.14,0.79,230.0,0
102.3,-0.15,0.54,-0.83,0.62,-0.27,0.31,-0.91,0.47,-0.21,0.66,-0.33,0.22,-0.58,0.14,-0.49,0.75,-0.12,0.36,-0.54,0.29,-0.62,0.44,-0.08,0.51,-0.27,0.84,-0.31,0.2,320.1,0
150.0,0.23,-0.46,0.97,-0.52,0.09,-0.33,0.75,-0.61,0.19,-0.48,0.34,-0.71,0.27,-0.15,0.44,-0.28,0.66,-0.37,0.52,-0.09,0.81,-0.26,0.13,-0.54,0.35,-0.6,0.29,-0.72,15.2,0
210.7,-0.52,0.28,-0.64,0.91,-0.11,0.6,-0.28,0.73,-0.44,0.25,-0.6,0.49,-0.32,0.17,-0.71,0.38,-0.25,0.55,-0.09,0.68,-0.31,0.74,-0.16,0.29,-0.47,0.11,-0.63,0.42,980.0,0
296.5,0.11,-0.22,0.55,-0.77,0.41,-0.12,0.63,-0.35,0.24,-0.64,0.18,-0.29,0.72,-0.41,0.09,-0.53,0.26,-0.48,0.61,-0.22,0.37,-0.71,0.14,-0.31,0.53,-0.09,0.68,-0.27,60.0,0
350.2,-0.34,0.4,-0.76,0.15,-0.59,0.82,-0.21,0.46,-0.32,0.57,-0.48,0.31,-0.62,0.2,-0.44,0.66,-0.29,0.51,-0.13,0.28,-0.57,0.39,-0.07,0.72,-0.19,0.95,-0.35,0.16,5.75,0
412.9,0.29,-0.53,0.84,-0.28,0.12,-0.44,0.68,-0.57,0.33,-0.18,0.61,-0.52,0.26,-0.31,0.48,-0.29,0.73,-0.41,0.15,-0.63,0.28,-0.72,0.19,-0.44,0.37,-0.11,0.64,-0.25,75.0,0
480.0,-0.18,0.67,-0.91,0.54,-0.22,0.31,-0.84,0.42,-0.29,0.55,-0.47,0.28,-0.6,0.13,-0.34,0.71,-0.26,0.63,-0.15,0.37,-0.69,0.5,-0.12,0.58,-0.29,0.79,-0.33,0.21,410.0,0
529.1,0.46,-0.31,0.61,-0.5,0.29,-0.17,0.84,-0.43,0.51,-0.22,0.73,-0.37,0.19,-0.28,0.6,-0.35,0.22,-0.49,0.41,-0.16,0.82,-0.25,0.11,-0.57,0.33,-0.06,0.7,-0.18,1500.0,0
612.0,-0.21,0.54,-0.62,0.89,-0.18,0.27,-0.72,0.66,-0.36,0.24,-0.5,0.39,-0.29,0.15,-0.41,0.56,-0.23,0.48,-0.62,0.31,-0.54,0.72,-0.19,0.27,-0.46,0.83,-0.33,0.14,8.99,0
720.0,0.38,-0.62,0.71,-0.41,0.07,-0.35,0.9,-0.52,0.29,-0.61,0.46,-0.55,0.2,-0.33,0.47,-0.28,0.69,-0.4,0.16,-0.57,0.34,-0.68,0.21,-0.42,0.36,-0.07,0.65,-0.25,65.0,0
780.6,-0.28,0.61,-0.55,0.75,-0.09,0.49,-0.65,0.58,-0.31,0.63,-0.41,0.34,-0.52,0.22,-0.46,0.27,-0.3,0.57,-0.18,0.43,-0.66,0.36,-0.14,0.6,-0.25,0.88,-0.32,0.18,210.0,0
840.0,0.05,-0.41,0.68,-0.29,0.31,-0.15,0.71,-0.44,0.27,-0.52,0.39,-0.63,0.23,-0.29,0.5,-0.26,0.6,-0.37,0.33,-0.14,0.78,-0.22,0.12,-0.51,0.29,-0.08,0.72,-0.19,300.3,0
900.2,-0.46,0.32,-0.71,0.62,-0.28,0.58,-0.39,0.71,-0.62,0.25,-0.57,0.46,-0.3,0.19,-0.42,0.74,-0.21,0.5,-0.16,0.36,-0.61,0.48,-0.1,0.55,-0.28,0.77,-0.34,0.25,999.99,1
12.5,0.12,-0.34,1.45,-2.67,0.89,-1.23,0.56,-0.78,1.02,-0.45,0.33,-1.11,0.77,-0.98,1.25,-0.66,0.44,-1.55,0.99,-0.22,0.58,-1.09,0.66,-0.73,1.11,-0.55,0.7,-0.4,42.75,0
89.3,-0.56,1.02,-0.88,0.34,-1.45,0.78,-0.21,1.66,-0.99,0.45,-0.37,1.23,-0.64,0.91,-1.12,0.58,-0.83,1.44,-0.27,0.76,-1.34,0.59,-0.48,1.77,-0.69,0.82,-0.95,1.04,128.4,0
145.9,0.34,-0.76,0.81,-0.11,-0.42,0.95,-1.08,0.52,0.24,-0.68,1.07,-0.39,0.66,-0.55,1.15,-0.92,0.28,-1.2,0.73,-0.31,0.95,-0.45,0.14,-0.87,1.03,-0.52,0.61,-0.69,221.0,0
212.4,-0.77,0.55,-1.03,0.89,-0.29,0.47,-0.62,1.22,-0.51,0.98,-1.15,0.44,-0.7,0.83,-0.92,1.04,-0.37,0.59,-1.28,0.72,-0.41,1.11,-0.63,0.77,-1.02,0.53,-0.84,1.16,9.5,0
305.6,0.61,-1.21,0.49,-0.74,1.03,-0.36,0.27,-0.88,1.4,-0.62,0.71,-1.05,0.92,-0.39,1.28,-0.57,0.63,-0.41,1.07,-0.23,0.55,-0.68,1.19,-0.81,0.99,-0.46,0.72,-0.95,512.3,0
378.2,-0.44,0.89,-0.67,1.12,-0.98,0.31,-0.15,0.97,-1.03,0.64,-0.51,1.56,-0.28,0.73,-1.04,0.52,-0.61,1.21,-0.39,0.84,-0.72,0.46,-1.18,0.99,-0.65,1.03,-0.27,0.58,87.1,0
462.7,0.32,-0.54,0.91,-1.22,0.42,-0.71,0.88,-0.24,1.15,-0.46,0.64,-0.8,1.22,-0.63,0.35,-0.77,1.01,-0.29,0.58,-1.14,0.44,-0.21,1.36,-0.5,0.8,-0.92,0.27,-0.7,15.75,0
540.1,-0.89,0.66,-0.44,0.98,-1.23,0.37,-0.41,1.09,-0.72,0.85,-0.34,1.13,-0.56,0.66,-1.15,0.79,-0.48,1.28,-0.37,0.91,-0.58,0.72,-0.94,1.02,-0.61,0.54,-0.83,1.21,3.2,0
609.9,0.45,-0.32,0.78,-0.55,1.12,-0.29,0.66,-0.84,1.3,-0.47,0.92,-1.02,0.57,-0.74,1.19,-0.51,0.39,-0.95,1.04,-0.33,0.73,-0.6,0.88,-0.71,1.06,-0.43,0.65,-0.82,6.4,0
689.5,-0.31,0.47,-0.92,1.03,-0.56,0.29,-0.14,0.88,-0.95,0.73,-0.44,1.15,-0.29,0.68,-1.06,0.58,-0.72,1.21,-0.41,0.99,-0.55,0.76,-0.97,1.05,-0.63,0.53,-0.85,0.97,256.8,0
770.2,0.63,-0.72,0.85,-0.34,0.97,-1.12,0.49,-0.21,1.02,-0.6,0.35,-0.74,1.1,-0.48,0.79,-0.97,0.56,-0.62,1.23,-0.29,0.68,-0.51,1.08,-0.73,0.97,-0.46,0.64,-0.88,14.6,0
845.7,-0.58,0.81,-0.61,1.34,-0.23,0.55,-0.19,0.99,-1.07,0.71,-0.45,1.29,-0.31,0.79,-0.92,0.63,-0.58,1.14,-0.33,0.84,-0.62,0.81,-0.76,1.18,-0.71,0.62,-0.9,1.02,27.95,0
928.4,0.28,-0.44,0.66,-0.97,0.51,-0.66,0.78,-0.33,1.17,-0.59,0.84,-0.96,0.64,-0.81,0.92,-0.74,0.41,-1.08,0.99,-0.28,0.57,-0.57,1.21,-0.62,0.86,-0.49,0.73,-0.9,65.0,0
1002.1,-0.79,0.71,-0.55,1.05,-0.37,0.66,-0.21,0.88,-0.92,0.99,-0.61,1.31,-0.4,0.84,-1.08,0.57,-0.63,1.22,-0.44,0.79,-0.6,0.69,-0.93,1.04,-0.64,0.54,-0.82,0.92,3.5,0
1080.6,0.54,-0.66,0.78,-0.33,1.05,-0.28,0.61,-0.78,1.15,-0.52,0.76,-0.88,0.98,-0.46,0.83,-0.71,0.49,-0.92,1.12,-0.3,0.68,-0.54,0.99,-0.75,0.92,-0.58,0.66,-0.85,0.9,0
1154.3,-0.48,0.59,-0.71,1.01,-0.32,0.6,-0.23,0.92,-0.81,0.77,-0.53,1.15,-0.43,0.72,-0.91,0.66,-0.54,1.18,-0.37,0.86,-0.6,0.73,-0.88,1.07,-0.71,0.63,-0.78,0.99,480.6,0
1230.0,0.29,-0.51,0.66,-0.88,0.57,-0.62,0.77,-0.29,1.14,-0.64,0.81,-0.94,0.61,-0.83,0.95,-0.7,0.44,-1.05,0.97,-0.27,0.6,-0.56,1.07,-0.66,0.85,-0.5,0.72,-0.87,22.2,0
1317.8,-0.66,0.73,-0.92,1.14,-0.41,0.54,-0.18,0.96,-0.97,0.69,-0.48,1.24,-0.52,0.81,-1.02,0.58,-0.63,1.19,-0.46,0.93,-0.57,0.83,-0.76,1.15,-0.65,0.61,-0.79,0.98,9.99,0
1400.2,0.52,-0.68,0.72,-0.41,1.11,-0.31,0.63,-0.85,1.17,-0.56,0.73,-0.89,1.04,-0.49,0.88,-0.77,0.54,-0.96,1.15,-0.32,0.69,-0.6,0.95,-0.7,0.91,-0.54,0.65,-0.86,0.5,0
1500.6,-0.41,0.66,-0.78,1.12,-0.54,0.38,-0.17,0.91,-0.93,0.74,-0.59,1.2,-0.37,0.79,-0.95,0.61,-0.66,1.16,-0.42,0.87,-0.58,0.71,-0.87,1.06,-0.62,0.64,-0.8,0.93,72.0,0
1610.4,0.43,-0.71,0.71,-0.59,0.99,-0.4,0.66,-0.74,1.11,-0.45,0.84,-0.9,1.02,-0.52,0.92,-0.79,0.57,-0.97,1.1,-0.29,0.66,-0.61,1.05,-0.73,0.88,-0.56,0.68,-0.89,18.4,0
1727.5,-0.59,0.64,-0.87,1.06,-0.33,0.52,-0.19,0.94,-0.98,0.7,-0.54,1.18,-0.46,0.78,-1.01,0.63,-0.62,1.21,-0.5,0.92,-0.6,0.79,-0.85,1.12,-0.66,0.69,-0.83,0.96,3.3,0
3.14,0.15,-0.29,0.42,-0.76,0.33,-0.52,0.69,-0.41,1.2,-0.58,0.62,-0.88,0.7,-0.6,0.95,-0.87,0.48,-1.12,0.83,-0.26,0.51,-0.49,1.12,-0.66,0.76,-0.54,0.66,-0.84,5.75,0
0.0,0.12,-0.48,0.33,-0.91,1.24,-0.67,0.85,-1.02,0.29,-0.56,0.75,-0.44,0.98,-0.21,0.56,-0.78,0.34,-0.95,0.61,-0.32,0.88,-0.47,0.12,-0.66,0.25,-0.78,0.43,-0.91,42.5,0
24.5,-0.54,0.88,-0.11,0.76,-1.25,0.49,-0.72,0.33,-0.98,0.61,-0.41,0.84,-0.29,0.72,-0.63,0.99,-0.37,0.51,-0.84,0.26,-0.57,0.73,-0.29,0.48,-0.64,0.27,-0.91,0.34,112.3,0
48.9,0.34,-0.21,0.75,-0.67,0.88,-0.45,0.64,-0.23,0.91,-0.58,0.77,-0.39,0.66,-0.52,0.81,-0.29,0.54,-0.72,0.33,-0.41,0.69,-0.31,0.27,-0.84,0.49,-0.62,0.95,-0.37,5.75,0
73.3,-0.68,0.45,-0.22,0.37,-0.94,0.66,-0.51,0.72,-0.28,0.63,-0.73,0.41,-0.49,0.58,-0.37,0.74,-0.56,0.29,-0.81,0.48,-0.64,0.32,-0.15,0.91,-0.28,0.66,-0.53,0.47,230.0,0
97.8,0.21,-0.87,0.64,-0.44,0.97,-0.29,0.58,-0.64,0.33,-0.75,0.46,-0.38,0.59,-0.41,0.82,-0.26,0.71,-0.53,0.48,-0.72,0.37,-0.29,0.66,-0.57,0.23,-0.84,0.41,-0.62,15.0,0
124.2,-0.43,0.69,-0.31,0.54,-1.12,0.38,-0.66,0.55,-0.49,0.83,-0.27,0.76,-0.34,0.62,-0.46,0.92,-0.29,0.58,-0.73,0.31,-0.59,0.7,-0.28,0.49,-0.61,0.81,-0.37,0.55,320.6,0
150.7,0.56,-0.41,0.87,-0.33,0.74,-0.57,0.44,-0.28,0.91,-0.62,0.51,-0.44,0.66,-0.52,0.49,-0.63,0.71,-0.39,0.85,-0.27,0.6,-0.48,0.39,-0.74,0.52,-0.69,0.31,-0.57,76.4,0
178.0,-0.29,0.34,-0.51,0.79,-0.62,0.41,-0.73,0.28,-0.95,0.69,-0.42,0.58,-0.31,0.74,-0.58,0.65,-0.44,0.72,-0.29,0.55,-0.37,0.61,-0.23,0.49,-0.81,0.35,-0.54,0.66,9.99,0
202.4,0.75,-0.61,0.46,-0.92,0.33,-0.84,0.29,-0.73,0.54,-0.41,0.69,-0.35,0.77,-0.29,0.61,-0.46,0.52,-0.67,0.41,-0.52,0.78,-0.31,0.23,-0.85,0.36,-0.74,0.54,-0.6,3.2,0
229.9,-0.62,0.51,-0.45,0.63,-0.97,0.29,-0.66,0.41,-0.85,0.52,-0.44,0.63,-0.27,0.79,-0.48,0.54,-0.37,0.66,-0.24,0.71,-0.49,0.33,-0.16,0.88,-0.32,0.7,-0.41,0.57,540.0,0
256.4,0.19,-0.74,0.62,-0.38,0.81,-0.51,0.63,-0.28,0.55,-0.71,0.42,-0.36,0.59,-0.44,0.77,-0.29,0.66,-0.52,0.47,-0.63,0.38,-0.28,0.61,-0.53,0.24,-0.74,0.43,-0.66,19.99,0
280.9,-0.41,0.68,-0.29,0.77,-0.35,0.92,-0.47,0.31,-0.66,0.58,-0.39,0.73,-0.25,0.69,-0.34,0.81,-0.41,0.57,-0.63,0.29,-0.52,0.71,-0.27,0.49,-0.61,0.88,-0.33,0.6,7.25,0
306.2,0.45,-0.52,0.71,-0.47,0.64,-0.58,0.37,-0.41,0.83,-0.32,0.57,-0.42,0.64,-0.51,0.58,-0.4,0.76,-0.35,0.82,-0.24,0.46,-0.29,0.69,-0.46,0.31,-0.79,0.52,-0.62,102.0,0
336.6,-0.57,0.39,-0.62,0.41,-0.83,0.27,-0.71,0.58,-0.54,0.66,-0.31,0.83,-0.28,0.72,-0.42,0.49,-0.63,0.33,-0.79,0.57,-0.41,0.67,-0.29,0.54,-0.61,0.43,-0.72,0.36,0.0,1
0.0,0.12,-0.45,0.35,-1.02,0.67,-0.15,0.88,-0.23,0.44,-0.76,1.02,-0.11,0.55,-0.32,0.22,-0.48,0.73,-0.29,0.11,-0.66,0.39,-0.21,0.58,-0.14,0.33,-0.51,0.19,-0.62,42.5,0
60.0,0.25,-0.38,0.28,-0.95,0.72,-0.1,0.8,-0.2,0.5,-0.7,0.98,-0.14,0.6,-0.28,0.3,-0.45,0.7,-0.25,0.15,-0.62,0.41,-0.18,0.52,-0.16,0.36,-0.49,0.21,-0.58,120.0,0
